budget,movie_id,original_title,release_date,revenue,title,vote_average,vote_count,genre,return
0.0,147,Les Quatre Cents Coups,1959-05-04,0.0,The 400 Blows,8.0,363.0,Drama,0.0
0.0,1628,Jules et Jim,1962-01-23,0.0,Jules and Jim,7.6,163.0,Drama,0.0
1884000.0,21185,Vibes,1988-08-05,1883811.0,Vibes,6.0,10.0,Romance,0.9998996815286624
0.0,11120,The Mosquito Coast,1986-11-26,14302779.0,The Mosquito Coast,6.3,126.0,Adventure,0.0
25000000.0,10136,The Golden Child,1986-12-12,79817939.0,The Golden Child,5.6,311.0,Action,3.19271756
0.0,32060,Brighton Beach Memoirs,1986-01-01,0.0,Brighton Beach Memoirs,6.2,20.0,Comedy,0.0
0.0,48686,Assassination,1987-01-09,0.0,Assassination,5.6,11.0,Drama,0.0
0.0,48259,Crimes of the Heart,1986-12-12,22905522.0,Crimes of the Heart,6.0,17.0,Drama,0.0
15000000.0,873,The Color Purple,1985-12-18,146292009.0,The Color Purple,7.7,345.0,Drama,9.7528006
0.0,48660,The Kindred,1987-01-09,0.0,The Kindred,5.9,7.0,Horror,0.0
0.0,26789,No Mercy,1986-12-19,12303904.0,No Mercy,5.7,38.0,Action,0.0
0.0,3934,Tenue de soirée,1986-04-23,0.0,Ménage,6.0,25.0,Crime,0.0
2000000.0,108312,Native Son,1986-12-24,1301121.0,Native Son,2.0,2.0,Drama,0.6505605
0.0,198469,Otello,1986-12-17,0.0,Otello,6.7,3.0,Not available,0.0
24500000.0,11416,The Mission,1986-09-29,17218023.0,The Mission,7.1,295.0,Adventure,0.7027764489795918
25000000.0,10776,Little Shop of Horrors,1986-12-19,38748395.0,Little Shop of Horrors,6.7,389.0,Horror,1.5499358
30000.0,24452,The Little Shop of Horrors,1960-09-14,0.0,The Little Shop of Horrors,6.2,78.0,Comedy,0.0
0.0,9710,Allan Quatermain and the Lost City of Gold,1986-12-17,0.0,Allan Quatermain and the Lost City of Gold,4.6,70.0,Action,0.0
0.0,31924,The Morning After,1986-12-25,25147055.0,The Morning After,5.9,22.0,Crime,0.0
16000000.0,30890,Radio Days,1987-01-30,0.0,Radio Days,7.0,131.0,Comedy,0.0
0.0,24081,From the Hip,1987-02-06,9518342.0,From the Hip,5.8,12.0,Comedy,0.0
0.0,20242,Outrageous Fortune,1987-01-30,0.0,Outrageous Fortune,5.6,32.0,Action,0.0
0.0,39074,The Bedroom Window,1987-01-16,0.0,The Bedroom Window,6.2,20.0,Crime,0.0
0.0,66194,Deadtime Stories,1986-04-13,2750741.0,Deadtime Stories,4.6,7.0,Horror,0.0
0.0,2115,Light of Day,1987-02-06,0.0,Light of Day,5.4,10.0,Music,0.0
0.0,23599,Wanted: Dead or Alive,1987-01-16,0.0,Wanted: Dead or Alive,5.4,22.0,Action,0.0
0.0,3526,Frances,1982-12-03,5000000.0,Frances,7.1,24.0,Drama,0.0
0.0,41166,Plenty,1985-09-20,0.0,Plenty,5.9,8.0,Drama,0.0
13000000.0,16406,Dick,1999-08-04,27500000.0,Dick,5.7,67.0,Comedy,2.1153846153846154
0.0,197239,The Gambler,1997-10-30,0.0,The Gambler,0.0,0.0,Not available,0.0
70000000.0,10386,The Iron Giant,1999-08-06,23159305.0,The Iron Giant,7.6,1470.0,Adventure,0.3308472142857143
40000000.0,745,The Sixth Sense,1999-08-06,672806292.0,The Sixth Sense,7.7,3223.0,Mystery,16.8201573
48000000.0,913,The Thomas Crown Affair,1999-08-06,124305181.0,The Thomas Crown Affair,6.7,349.0,Drama,2.5896912708333333
4300000.0,912,The Thomas Crown Affair,1968-06-19,0.0,The Thomas Crown Affair,6.9,95.0,Romance,0.0
0.0,12229,The Acid House,1998-07-02,0.0,The Acid House,6.4,33.0,Comedy,0.0
0.0,67323,The Adventures of Sebastian Cole,1998-09-11,0.0,The Adventures of Sebastian Cole,6.5,2.0,Drama,0.0
0.0,91076,Illuminata,1998-05-21,0.0,Illuminata,6.3,7.0,Drama,0.0
0.0,89861,Stiff Upper Lips,1998-06-12,0.0,Stiff Upper Lips,10.0,1.0,Comedy,0.0
0.0,19457,The Yards,2000-04-27,0.0,The Yards,6.0,98.0,Drama,0.0
55000000.0,11353,Bowfinger,1999-08-12,0.0,Bowfinger,6.0,258.0,Comedy,0.0
25000000.0,17707,Brokedown Palace,1999-08-13,13000000.0,Brokedown Palace,6.2,115.0,Drama,0.52
6500000.0,9781,Detroit Rock City,1999-08-13,4217115.0,Detroit Rock City,6.7,102.0,Comedy,0.6487869230769231
0.0,102489,Alice et Martin,1998-10-23,0.0,Alice and Martin,6.0,6.0,Drama,0.0
0.0,18212,Better Than Chocolate,1999-02-14,0.0,Better Than Chocolate,6.4,25.0,Drama,0.0
0.0,13817,Head On,1998-08-13,378667.0,Head On,5.8,18.0,Drama,0.0
0.0,126996,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",1997-08-29,0.0,Marcello Mastroianni: I Remember,5.5,2.0,Documentary,0.0
0.0,38715,Cobra,1925-01-02,0.0,Cobra,6.7,3.0,Drama,0.0
6400000.0,48781,Never Talk to Strangers,1995-10-20,6.0,Never Talk to Strangers,4.7,31.0,Thriller,9.375e-07
0.0,12185,Heaven Can Wait,1978-06-28,0.0,Heaven Can Wait,6.4,84.0,Fantasy,0.0
350000.0,29056,The Raven,1963-01-25,1499275.0,The Raven,6.3,56.0,Comedy,4.2836428571428575
250000.0,26857,The Tingler,1959-07-29,0.0,The Tingler,6.4,34.0,Horror,0.0
200000.0,28501,The Pit and the Pendulum,1961-08-12,2000000.0,The Pit and the Pendulum,6.9,67.0,Fantasy,10.0
0.0,29030,The Tomb of Ligeia,1964-11-01,0.0,The Tomb of Ligeia,5.8,43.0,Horror,0.0
0.0,25319,The Masque of the Red Death,1964-06-24,0.0,The Masque of the Red Death,6.6,62.0,Drama,0.0
0.0,29074,Tales of Terror,1962-07-04,0.0,Tales of Terror,6.3,35.0,Thriller,0.0
0.0,24103,Haunted Honeymoon,1986-07-25,8033397.0,Haunted Honeymoon,5.4,45.0,Comedy,0.0
0.0,10552,Cat's Eye,1985-04-12,0.0,Cat's Eye,5.9,140.0,Comedy,0.0
0.0,9267,And Now for Something Completely Different,1971-09-28,0.0,And Now for Something Completely Different,7.1,139.0,Comedy,0.0
6800000.0,10766,Damien: Omen II,1978-06-09,26518355.0,Damien: Omen II,6.1,170.0,Action,3.899758088235294
0.0,10768,Omen III: The Final Conflict,1981-03-20,20471382.0,Omen III: The Final Conflict,5.5,132.0,Drama,0.0
3500000.0,813,Airplane!,1980-07-02,83453539.0,Airplane!,7.1,1104.0,Comedy,23.843868285714287
0.0,2665,Airplane II: The Sequel,1982-12-10,27150534.0,Airplane II: The Sequel,6.0,276.0,Comedy,0.0
22000000.0,9406,An American Werewolf in Paris,1997-12-25,26570463.0,An American Werewolf in Paris,5.3,154.0,Horror,1.2077483181818183
0.0,11418,National Lampoon’s European Vacation,1985-07-25,49364621.0,National Lampoon’s European Vacation,6.0,232.0,Adventure,0.0
15000000.0,11153,National Lampoon's Vacation,1983-07-28,61399552.0,National Lampoon's Vacation,7.1,412.0,Comedy,4.093303466666667
0.0,14170,Funny Farm,1988-06-03,0.0,Funny Farm,6.0,74.0,Comedy,0.0
18000000.0,2280,Big,1988-06-03,151668774.0,Big,6.9,1022.0,Fantasy,8.426043
0.0,11077,Problem Child,1990-07-27,0.0,Problem Child,5.5,152.0,Comedy,0.0
0.0,28597,Problem Child 2,1991-07-03,0.0,Problem Child 2,5.2,101.0,Comedy,0.0
0.0,22611,Little Nemo: Adventures In Slumberland,1989-07-15,0.0,Little Nemo: Adventures In Slumberland,7.1,36.0,Adventure,0.0
0.0,39780,Oscar and Lucinda,1997-12-31,0.0,Oscar and Lucinda,6.2,26.0,Drama,0.0
23000000.0,10396,Tequila Sunrise,1988-12-02,0.0,Tequila Sunrise,6.0,116.0,Action,0.0
45000000.0,9944,The Pelican Brief,1993-12-16,195268056.0,The Pelican Brief,6.3,377.0,Drama,4.339290133333333
0.0,850,A Christmas Story,1983-11-18,19294144.0,A Christmas Story,7.4,352.0,Comedy,0.0
0.0,10154,Mickey Blue Eyes,1999-08-16,0.0,Mickey Blue Eyes,5.3,142.0,Comedy,0.0
13000000.0,10342,Teaching Mrs. Tingle,1999-08-11,8946237.0,Teaching Mrs. Tingle,5.3,94.0,Comedy,0.6881720769230769
45000000.0,10366,Universal Soldier: The Return,1999-08-05,10667893.0,Universal Soldier: The Return,4.2,138.0,Action,0.2370642888888889
23000000.0,9349,Universal Soldier,1992-07-10,0.0,Universal Soldier,5.8,382.0,Thriller,0.0
0.0,15122,Love Stinks,1999-09-10,0.0,Love Stinks,5.4,11.0,Comedy,0.0
0.0,10494,パーフェクトブルー,1997-07-11,0.0,Perfect Blue,7.9,261.0,Animation,0.0
0.0,126152,With Friends Like These...,1998-09-10,0.0,With Friends Like These...,0.0,0.0,Horror,0.0
7000000.0,22314,In Too Deep,1999-08-25,14011454.0,In Too Deep,6.3,18.0,Drama,2.0016362857142855
0.0,51679,The Source,1999-01-01,360895.0,The Source,4.9,5.0,Documentary,0.0
0.0,35813,The Bat,1959-08-09,0.0,The Bat,5.9,18.0,Horror,0.0
0.0,11037,Iron Eagle,1986-01-17,0.0,Iron Eagle,4.8,64.0,Action,0.0
0.0,11955,Iron Eagle II,1988-11-11,0.0,Iron Eagle II,4.3,17.0,Action,0.0
0.0,2038,Iron Eagle III,1992-01-09,0.0,Iron Eagle III,3.6,15.0,Action,0.0
0.0,28737,Iron Eagle IV,1995-01-01,0.0,Iron Eagle IV,3.2,8.0,Action,0.0
0.0,11963,Three Days of the Condor,1975-09-24,27476252.0,Three Days of the Condor,7.2,234.0,Action,0.0
0.0,141489,Hamlet from the Lunt-Fontanne Theatre,1964-09-23,0.0,Hamlet from the Lunt-Fontanne Theatre,6.0,2.0,Not available,0.0
0.0,53761,Male and Female,1919-11-23,0.0,Male and Female,5.0,1.0,Adventure,0.0
40000000.0,9096,Medicine Man,1992-02-07,0.0,Medicine Man,5.8,114.0,Adventure,0.0
0.0,91893,"Die Spinnen, 1. Teil - Der Goldene See",1919-10-03,0.0,The Spiders - The Golden Sea,5.7,5.0,Adventure,0.0
0.0,113273,On the Ropes,1999-01-01,0.0,On the Ropes,5.0,1.0,Not available,0.0
0.0,103793,Rosie,1998-11-18,0.0,Rosie,5.0,2.0,Not available,0.0
160000000.0,1911,The 13th Warrior,1999-08-27,61698899.0,The 13th Warrior,6.4,524.0,Adventure,0.38561811875
75000000.0,2900,The Astronaut's Wife,1999-08-26,19598588.0,The Astronaut's Wife,5.5,263.0,Drama,0.26131450666666667
70000000.0,17709,Dudley Do-Right,1999-08-27,0.0,Dudley Do-Right,3.8,49.0,Comedy,0.0
0.0,37718,The Muse,1999-08-27,0.0,The Muse,5.3,31.0,Fantasy,0.0
0.0,47144,Bure baruta,1998-08-01,0.0,Cabaret Balkan,7.3,4.0,Drama,0.0
0.0,104896,A Dog Of Flanders,1999-08-27,0.0,A Dog Of Flanders,6.4,6.0,Drama,0.0
0.0,30964,The Lost Son,1999-06-25,0.0,The Lost Son,5.8,6.0,Mystery,0.0
0.0,52366,Lucie Aubrac,1997-02-26,458557.0,Lucie Aubrac,5.9,8.0,Drama,0.0
0.0,6373,"Martha – Meet Frank, Daniel and Laurence",1998-05-08,0.0,The Very Thought of You,5.0,11.0,Comedy,0.0
70000000.0,2162,Chill Factor,1999-09-01,11263966.0,Chill Factor,5.3,30.0,Action,0.1609138
7000000.0,14578,Outside Providence,1999-08-16,7292175.0,Outside Providence,5.6,30.0,Romance,1.0417392857142858
0.0,40694,Bedrooms and Hallways,1998-08-01,0.0,Bedrooms and Hallways,5.9,11.0,Comedy,0.0
0.0,4338,I Woke Up Early The Day I Died,1998-09-13,0.0,I Woke Up Early The Day I Died,4.7,3.0,Comedy,0.0
0.0,49184,West Beyrouth,1998-09-01,0.0,West Beyrouth,8.8,5.0,Romance,0.0
29000000.0,10307,Stigmata,1999-09-10,50041732.0,Stigmata,6.0,248.0,Horror,1.7255769655172415
12000000.0,11601,Stir of Echoes,1999-09-10,21133087.0,Stir of Echoes,6.5,334.0,Horror,1.7610905833333332
0.0,18621,Best Laid Plans,1999-04-09,0.0,Best Laid Plans,6.0,30.0,Drama,0.0
0.0,1075,"Crna mačka, beli mačor",1998-06-01,0.0,"Black Cat, White Cat",7.7,160.0,Comedy,0.0
0.0,21719,The Minus Man,1999-02-25,370668.0,The Minus Man,6.4,19.0,Drama,0.0
0.0,40879,Whiteboyz,1999-09-10,0.0,Whiteboyz,4.8,4.0,Comedy,0.0
0.0,47951,Koneko monogatari,1986-06-27,0.0,The Adventures of Milo and Otis,6.7,54.0,Adventure,0.0
0.0,43832,Only Angels Have Wings,1939-05-15,0.0,Only Angels Have Wings,7.0,47.0,Action,0.0
0.0,47697,Othello,1951-11-27,0.0,Othello,6.5,35.0,Drama,0.0
0.0,49792,Queens Logic,1991-02-01,0.0,Queens Logic,5.7,6.0,Comedy,0.0
0.0,77064,Public Access,1993-01-01,0.0,Public Access,5.5,3.0,Drama,0.0
6000000.0,26522,A Soldier's Story,1984-09-14,21821347.0,A Soldier's Story,6.2,54.0,Drama,3.6368911666666666
340000.0,23761,Alice Sweet Alice,1976-11-13,0.0,Alice Sweet Alice,6.4,58.0,Horror,0.0
0.0,24097,Don't Look in the Basement,1973-09-01,0.0,Don't Look in the Basement,5.2,19.0,Horror,0.0
0.0,42114,Nightmares,1983-09-02,6670680.0,Nightmares,5.4,23.0,Science Fiction,0.0
0.0,28295,I Saw What You Did,1965-07-21,0.0,I Saw What You Did,5.8,11.0,Horror,0.0
0.0,12105,Yellow Submarine,1968-07-17,0.0,Yellow Submarine,7.1,114.0,Animation,0.0
15000000.0,14,American Beauty,1999-09-15,356296601.0,American Beauty,7.9,3438.0,Drama,23.753106733333333
1200000.0,24128,Stop Making Sense,1984-11-16,4978922.0,Stop Making Sense,8.7,47.0,Documentary,4.149101666666667
65000000.0,11001,Blue Streak,1999-09-17,117758500.0,Blue Streak,6.1,359.0,Action,1.8116692307692308
50000000.0,10390,For Love of the Game,1999-09-17,0.0,For Love of the Game,6.3,88.0,Drama,0.0
17500000.0,9453,Caligola,1979-01-21,23438120.0,Caligula,5.3,147.0,Drama,1.3393211428571428
560000.0,704,A Hard Day's Night,1964-07-06,12299668.0,A Hard Day's Night,7.3,172.0,Comedy,21.963692857142856
0.0,35122,Splendor,1999-01-29,45703.0,Splendor,5.5,14.0,Comedy,0.0
0.0,142132,Sugar Town,1999-09-17,0.0,Sugar Town,5.5,2.0,Comedy,0.0
1200000.0,24153,The Buddy Holly Story,1978-05-18,14363400.0,The Buddy Holly Story,7.5,33.0,Drama,11.9695
9000000.0,11797,Fright Night,1985-08-02,24922237.0,Fright Night,6.9,279.0,Horror,2.7691374444444445
0.0,18086,Fright Night Part 2,1988-04-07,2983784.0,Fright Night Part 2,6.4,81.0,Comedy,0.0
0.0,124475,La séparation,1994-11-09,0.0,La séparation,5.4,7.0,Drama,0.0
0.0,17887,Barefoot in the Park,1967-05-25,0.0,Barefoot in the Park,6.9,105.0,Comedy,0.0
2000000.0,10669,Deliverance,1972-07-30,46122355.0,Deliverance,7.2,441.0,Drama,23.0611775
11000000.0,11527,Excalibur,1981-04-10,34967437.0,Excalibur,7.1,241.0,Fantasy,3.178857909090909
0.0,42848,Lulu on the Bridge,1998-09-06,0.0,Lulu on the Bridge,5.8,5.0,Drama,0.0
0.0,40867,The Pajama Game,1957-08-29,0.0,The Pajama Game,6.3,12.0,Comedy,0.0
0.0,1049,Sommersby,1993-02-05,140081992.0,Sommersby,6.0,82.0,Drama,0.0
28000000.0,28032,Thumbelina,1994-03-30,11373501.0,Thumbelina,6.1,117.0,Animation,0.40619646428571426
5000000.0,11326,Tommy,1975-03-19,34251525.0,Tommy,6.5,69.0,Drama,6.850305
0.0,28377,Hell Night,1981-08-28,0.0,Hell Night,5.6,32.0,Horror,0.0
0.0,10975,飛鷹計劃,1991-02-07,0.0,Armour of God II: Operation Condor,7.0,109.0,Action,0.0
15000000.0,10974,龍兄虎弟,1986-08-16,0.0,Armour of God,6.8,111.0,Adventure,0.0
70000000.0,10398,Double Jeopardy,1999-09-24,177841558.0,Double Jeopardy,6.2,282.0,Crime,2.5405936857142857
0.0,2290,Jakob the Liar,1999-09-16,0.0,Jakob the Liar,6.1,91.0,Comedy,0.0
0.0,24071,Mumford,1999-09-24,0.0,Mumford,6.3,27.0,Comedy,0.0
0.0,62994,Dog Park,1998-09-14,0.0,Dog Park,5.8,4.0,Romance,0.0
2600000.0,60994,Guinevere,1999-09-04,614202.0,Guinevere,5.9,9.0,Drama,0.23623153846153847
0.0,16112,The Adventures of Elmo in Grouchland,1999-10-01,0.0,The Adventures of Elmo in Grouchland,6.3,14.0,Family,0.0
0.0,32305,Simon Sez,1999-01-01,0.0,Simon Sez,3.6,17.0,Action,0.0
8000000.0,14429,Drive Me Crazy,1999-10-01,22593409.0,Drive Me Crazy,5.8,62.0,Drama,2.824176125
28000000.0,15198,"Mystery, Alaska",1999-10-01,8888143.0,"Mystery, Alaska",6.0,71.0,Drama,0.31743367857142857
75000000.0,6415,Three Kings,1999-09-27,108000000.0,Three Kings,6.6,709.0,Action,1.44
1700000.0,24066,"Happy, Texas",1999-12-03,1943649.0,"Happy, Texas",5.5,39.0,Comedy,1.1433229411764705
0.0,21430,New Rose Hotel,1998-09-05,0.0,New Rose Hotel,5.0,24.0,Drama,0.0
0.0,10381,Plunkett & MacLeane,1999-01-22,0.0,Plunkett & MacLeane,6.1,49.0,Drama,0.0
0.0,171982,Romance,2012-10-09,0.0,Romance,0.0,0.0,Romance,0.0
0.0,42486,Napoleon and Samantha,1972-07-05,0.0,Napoleon and Samantha,6.6,8.0,Action,0.0
0.0,60285,Alvarez Kelly,1966-10-01,0.0,Alvarez Kelly,6.6,10.0,Action,0.0
0.0,5622,E la nave va,1983-10-06,0.0,And the Ship Sails On,7.0,22.0,Comedy,0.0
15000000.0,10349,The Dark Half,1993-04-23,10611160.0,The Dark Half,5.4,91.0,Mystery,0.7074106666666666
0.0,42518,Gulliver's Travels,1939-11-10,0.0,Gulliver's Travels,6.3,26.0,Action,0.0
7000000.0,29787,Monkey Shines,1988-07-29,5344577.0,Monkey Shines,6.2,58.0,Thriller,0.763511
300000.0,9638,Phantasm,1979-03-28,11988469.0,Phantasm,6.5,166.0,Horror,39.96156333333333
5000000.0,10576,Psycho II,1983-06-03,34725000.0,Psycho II,6.0,128.0,Horror,6.945
0.0,12662,Psycho III,1986-06-27,14481606.0,Psycho III,5.4,79.0,Horror,0.0
0.0,61369,Rain,1932-10-12,0.0,Rain,5.1,8.0,Drama,0.0
0.0,11712,椿三十郎,1962-01-01,0.0,Sanjuro,7.8,122.0,Drama,0.0
64000000.0,12618,Random Hearts,1999-10-08,74608570.0,Random Hearts,5.3,63.0,Drama,1.16575890625
0.0,13824,Superstar,1999-10-08,0.0,Superstar,5.0,85.0,Comedy,0.0
2000000.0,226,Boys Don't Cry,1999-09-02,11540607.0,Boys Don't Cry,7.2,360.0,Crime,5.7703035
0.0,288772,"Five Wives, Three Secretaries and Me",1999-10-08,0.0,"Five Wives, Three Secretaries and Me",0.0,0.0,Documentary,0.0
0.0,55107,L'ennui,1998-11-14,0.0,L'ennui,6.1,12.0,Drama,0.0
0.0,69851,El abuelo,1998-10-16,0.0,The Grandfather,6.7,11.0,Drama,0.0
10000000.0,10388,The Limey,1999-05-15,3193102.0,The Limey,6.6,110.0,Action,0.3193102
0.0,17198,The Mating Habits of the Earthbound Human,1999-09-03,0.0,The Mating Habits of the Earthbound Human,6.4,18.0,Comedy,0.0
0.0,44857,Molly,1999-10-22,0.0,Molly,5.5,14.0,Drama,0.0
6200000.0,9346,Risky Business,1983-08-05,63541777.0,Risky Business,6.4,340.0,Comedy,10.24867370967742
65000000.0,861,Total Recall,1990-06-01,261317921.0,Total Recall,7.1,1745.0,Action,4.020275707692308
0.0,14412,Body Heat,1981-08-28,24058838.0,Body Heat,7.1,128.0,Drama,0.0
6000000.0,9377,Ferris Bueller's Day Off,1986-06-11,70136369.0,Ferris Bueller's Day Off,7.5,1340.0,Comedy,11.689394833333333
6000000.0,11541,The Year of Living Dangerously,1982-12-17,1317657.0,The Year of Living Dangerously,6.8,84.0,War,0.2196095
0.0,2457,Les Enfants du Paradis,1945-03-15,0.0,Children of Paradise,7.9,79.0,Drama,0.0
5500000.0,11901,High Plains Drifter,1973-04-19,15700000.0,High Plains Drifter,7.4,284.0,Western,2.8545454545454545
1800000.0,4929,Hang 'em High,1968-07-31,6800000.0,Hang 'em High,6.7,197.0,Western,3.7777777777777777
0.0,85325,Citizen's Band,1977-09-29,0.0,Citizen's Band,4.7,6.0,Comedy,0.0
0.0,11230,醉拳,1978-10-05,0.0,Drunken Master,7.2,178.0,Action,0.0
750000.0,8416,Il conformista,1970-10-21,0.0,The Conformist,7.6,129.0,Drama,0.0
0.0,11054,Hairspray,1988-02-16,0.0,Hairspray,6.6,102.0,Comedy,0.0
0.0,851,Brief Encounter,1945-11-24,0.0,Brief Encounter,7.6,123.0,Drama,0.0
0.0,24453,The Razor's Edge,1984-10-19,0.0,The Razor's Edge,6.9,16.0,Drama,0.0
32000000.0,18254,Reds,1981-12-25,40382659.0,Reds,7.1,70.0,Drama,1.26195809375
1000000.0,56235,Return with Honor,1999-06-11,0.0,Return with Honor,4.0,2.0,Documentary,0.0
0.0,20123,Dom za vešanje,1988-12-21,0.0,Time of the Gypsies,7.2,53.0,Drama,0.0
0.0,16642,Days of Heaven,1978-09-13,0.0,Days of Heaven,7.6,236.0,Drama,0.0
0.0,2593,Le Feu Follet,1963-10-14,0.0,The Fire Within,7.4,38.0,Drama,0.0
0.0,42020,El amor brujo,1986-03-23,0.0,El Amor Brujo,7.0,4.0,Not available,0.0
0.0,3086,The Lady Eve,1941-02-25,0.0,The Lady Eve,7.5,74.0,Comedy,0.0
689665.0,16305,Sullivan's Travels,1941-11-30,0.0,Sullivan's Travels,8.0,100.0,Adventure,0.0
0.0,32255,The Palm Beach Story,1942-11-07,0.0,The Palm Beach Story,7.3,46.0,Comedy,0.0
0.0,48797,Hombre mirando al sudeste,1986-09-09,0.0,Man Facing Southeast,7.1,12.0,Mystery,0.0
1250000.0,19997,Niagara,1953-01-26,8500000.0,Niagara,6.7,84.0,Crime,6.8
0.0,3767,Gilda,1946-02-14,0.0,Gilda,7.6,113.0,Drama,0.0
6000000.0,17352,South Pacific,1958-03-18,36800000.0,South Pacific,6.3,29.0,Music,6.133333333333334
4000000.0,535,Flashdance,1983-04-14,92921203.0,Flashdance,6.1,313.0,Drama,23.23030075
0.0,2731,Indochine,1992-04-15,0.0,Indochine,7.2,32.0,Drama,0.0
5400000.0,1654,The Dirty Dozen,1967-06-15,45300000.0,The Dirty Dozen,7.5,309.0,Action,8.38888888888889
0.0,31043,Mike's Murder,1984-03-09,0.0,Mike's Murder,5.5,4.0,Drama,0.0
1500000.0,14831,Help!,1965-07-29,0.0,Help!,6.5,85.0,Comedy,0.0
2500000.0,658,Goldfinger,1964-09-17,124881062.0,Goldfinger,7.2,1005.0,Adventure,49.9524248
2000000.0,657,From Russia with Love,1963-10-11,78898765.0,From Russia with Love,6.9,773.0,Action,39.4493825
950000.0,646,Dr. No,1962-10-04,59600000.0,Dr. No,6.9,953.0,Adventure,62.73684210526316
4500000.0,5689,The Blue Lagoon,1980-07-05,58853106.0,The Blue Lagoon,5.8,422.0,Romance,13.078468
200000.0,391,Per un pugno di dollari,1964-09-12,14500000.0,A Fistful of Dollars,7.6,909.0,Western,72.5
3000000.0,8052,Hard Eight,1996-02-28,222559.0,Hard Eight,6.8,177.0,Drama,0.07418633333333334
18000000.0,772,Home Alone 2: Lost in New York,1992-11-19,358991681.0,Home Alone 2: Lost in New York,6.3,2459.0,Comedy,19.943982277777778
0.0,65448,Penitentiary,1979-12-01,0.0,Penitentiary,4.9,8.0,Action,0.0
0.0,65452,Penitentiary II,1982-04-02,0.0,Penitentiary II,3.0,1.0,Action,0.0
17000000.0,31650,Someone to Watch Over Me,1987-10-09,10278549.0,Someone to Watch Over Me,5.8,38.0,Crime,0.6046205294117647
463455.0,73575,Sparrows,1926-05-14,966878.0,Sparrows,8.0,9.0,Drama,2.086239224951721
700000.0,302579,Naturally Native,1999-10-08,10508.0,Naturally Native,0.0,0.0,Drama,0.015011428571428571
63000000.0,550,Fight Club,1999-10-15,100853753.0,Fight Club,8.3,9678.0,Drama,1.6008532222222223
0.0,97537,Beefcake,1998-09-01,0.0,Beefcake,4.6,10.0,Drama,0.0
50000000.0,12220,The Story of Us,1999-10-13,58900031.0,The Story of Us,5.9,75.0,Comedy,1.17800062
0.0,1610,Fever Pitch,1997-04-04,0.0,Fever Pitch,6.1,53.0,Comedy,0.0
0.0,53151,Joe the King,1999-10-17,0.0,Joe the King,6.3,8.0,Crime,0.0
0.0,42881,Julien Donkey-Boy,1999-09-07,0.0,Julien Donkey-Boy,7.1,27.0,Comedy,0.0
0.0,29064,The Omega Code,1999-10-15,2400000.0,The Omega Code,4.4,17.0,Horror,0.0
10000000.0,404,The Straight Story,1999-10-15,0.0,The Straight Story,7.7,315.0,Drama,0.0
0.0,42196,The Bad Seed,1956-09-12,0.0,The Bad Seed,7.1,91.0,Crime,0.0
5000000.0,36819,Time Bandits,1981-07-13,42365581.0,Time Bandits,6.6,255.0,Family,8.4731162
0.0,42726,Un Homme et une femme,1966-01-01,0.0,A Man and a Woman,7.2,33.0,Drama,0.0
7362000.0,9343,Fitzcarraldo,1982-03-04,0.0,Fitzcarraldo,7.7,151.0,Action,0.0
0.0,16858,All That Jazz,1979-12-20,37823676.0,All That Jazz,7.3,88.0,Drama,0.0
0.0,42006,Hong gao liang,1987-01-01,0.0,Red Sorghum,7.0,36.0,Drama,0.0
19000000.0,11562,Crimes and Misdemeanors,1989-10-13,18254702.0,Crimes and Misdemeanors,7.4,201.0,Comedy,0.9607737894736842
0.0,10496,Bats,1999-10-22,10.0,Bats,4.1,35.0,Horror,0.0
9000000.0,16162,The Best Man,1999-10-22,34573780.0,The Best Man,6.8,38.0,Drama,3.8415311111111112
32000000.0,8649,Bringing Out the Dead,1999-10-22,0.0,Bringing Out the Dead,6.6,228.0,Drama,0.0
0.0,31306,Crazy in Alabama,1999-10-22,0.0,Crazy in Alabama,6.5,13.0,Comedy,0.0
20000000.0,10563,Three to Tango,1999-10-22,0.0,Three to Tango,5.4,63.0,Comedy,0.0
0.0,14484,Body Shots,1999-10-07,239894.0,Body Shots,4.7,21.0,Drama,0.0
0.0,214735,Men Cry Bullets,1998-10-08,2303.0,Men Cry Bullets,7.0,1.0,Comedy,0.0
0.0,94857,Brother Can You Spare A Dime,1975-08-06,0.0,Brother Can You Spare A Dime,6.0,1.0,Documentary,0.0
0.0,32043,The Guardian,1990-04-27,17037887.0,The Guardian,5.3,32.0,Drama,0.0
0.0,15247,The Ipcress File,1965-03-18,0.0,The Ipcress File,6.8,84.0,Thriller,0.0
0.0,29251,On Any Sunday,1971-07-28,0.0,On Any Sunday,6.9,7.0,Documentary,0.0
13000000.0,5548,RoboCop,1987-07-17,53000000.0,RoboCop,7.1,1494.0,Action,4.076923076923077
35000000.0,5549,RoboCop 2,1990-06-22,45681173.0,RoboCop 2,5.6,498.0,Action,1.3051763714285713
70000000.0,856,Who Framed Roger Rabbit,1988-06-21,329803958.0,Who Framed Roger Rabbit,7.2,1466.0,Fantasy,4.711485114285714
0.0,38772,Melvin and Howard,1980-09-19,0.0,Melvin and Howard,6.8,18.0,Comedy,0.0
28000000.0,699,For Your Eyes Only,1981-06-23,195312802.0,For Your Eyes Only,6.3,497.0,Adventure,6.975457214285714
